fips,cases,deaths,lat,long,state,county,total_population
12133,7685,62123,30.61359259,-85.66002461, Florida,Washington County,24764
13001,5275,81634,31.74847232,-82.28909114, Georgia,Appling County,18440
13003,2456,28243,31.29633502,-82.87545866, Georgia,Atkinson County,8239
13005,4098,46876,31.55456473,-82.45936528, Georgia,Bacon County,11201
13007,652,10279,31.32669878,-84.44218806, Georgia,Baker County,3132
13009,11163,152624,33.06882326,-83.24701748, Georgia,Baldwin County,45111
13011,4571,51809,34.35607081,-83.49644388, Georgia,Banks County,18708
13013,26014,158892,33.99148694,-83.71436292, Georgia,Barrow County,78991
13015,35316,276655,34.23732119,-84.83887523, Georgia,Bartow County,104919
13017,4982,79609,31.76095874,-83.22145359, Georgia,Ben Hill County,17033
13019,5860,52048,31.27590016,-83.2252992, Georgia,Berrien County,19152
13021,45308,496659,32.80904227,-83.70489165, Georgia,Bibb County,153200
13023,3932,61212,32.43829035,-83.33035166, Georgia,Bleckley County,12807
13025,4699,60621,31.19576557,-81.97743999, Georgia,Brantley County,18756
13027,4052,56735,30.83922642,-83.58303423, Georgia,Brooks County,15590
13029,11178,54223,32.00979311,-81.44002948, Georgia,Bryan County,37063
13031,17901,152827,32.39577406,-81.74811421, Georgia,Bulloch County,76120
13033,6282,66528,33.05917989,-81.99928721, Georgia,Burke County,22520
13035,7666,100815,33.2830945,-83.9543504, Georgia,Butts County,24090
13037,1576,16674,31.53169785,-84.62725131, Georgia,Calhoun County,6365
13039,13637,67581,30.92951916,-81.66601818, Georgia,Camden County,53231
13043,2580,65297,32.40209349,-82.07702563, Georgia,Candler County,10812
13045,28307,276694,33.58138199,-85.07976677, Georgia,Carroll County,117183
13047,16974,96991,34.89872298,-85.13757014, Georgia,Catoosa County,66700
13049,3482,39097,30.78371028,-82.13951596, Georgia,Charlton County,13040
13051,79504,544130,32.00043026,-81.12489526, Georgia,Chatham County,288496
13053,7891,13904,32.34341231,-84.78809239, Georgia,Chattahoochee County,10560
13055,7569,82481,34.47197698,-85.34535662, Georgia,Chattooga County,24812
13057,75670,376597,34.24393976,-84.47431861, Georgia,Cherokee County,247515
13059,35241,148248,33.95436462,-83.37124007, Georgia,Clarke County,126176
13061,623,4057,31.62221166,-84.97713865, Georgia,Clay County,2951
13063,77748,589609,33.54187245,-84.35594188, Georgia,Clayton County,283538
13065,2459,27296,30.91395822,-82.70432472, Georgia,Clinch County,6686
13067,216176,1176652,33.94243204,-84.5761255, Georgia,Cobb County,751218
13069,11834,181220,31.54892966,-82.8549206, Georgia,Coffee County,43021
13071,13022,148303,31.18810588,-83.7677946, Georgia,Colquitt County,45486
13073,43186,236188,33.54534185,-82.263524, Georgia,Columbia County,150705
13075,5689,47337,31.16068491,-83.42947229, Georgia,Cook County,17177
13077,41135,279657,33.35334302,-84.76129976, Georgia,Coweta County,143260
13079,2218,31007,32.71391813,-83.98061238, Georgia,Crawford County,12325
13081,5575,86716,31.92289565,-83.76811843, Georgia,Crisp County,22713
13083,3926,18207,34.8549167,-85.50490424, Georgia,Dade County,16197
13085,8319,56978,34.44244079,-84.16964071, Georgia,Dawson County,24536
13087,8525,82553,30.87967778,-84.57619536, Georgia,Decatur County,26682
13089,191797,1104195,33.76944049,-84.22396017, Georgia,DeKalb County,749323
13091,5933,100870,32.17265114,-83.16948926, Georgia,Dodge County,20829
13093,2839,46649,32.15630737,-83.79746561, Georgia,Dooly County,13736
13095,24315,351563,31.53328528,-84.21722377, Georgia,Dougherty County,89703
13097,43383,249873,33.70291126,-84.77026156, Georgia,Douglas County,143316
13099,3122,49639,31.32155345,-84.90255207, Georgia,Early County,10312
13101,1058,7903,30.71101099,-82.89687287, Georgia,Echols County,3981
13103,16356,111467,32.36616021,-81.34280942, Georgia,Effingham County,60477
13105,5324,69205,34.11302332,-82.83936148, Georgia,Elbert County,19166
13107,6773,98434,32.59221302,-82.30239915, Georgia,Emanuel County,22533
13109,2852,37932,32.15328841,-81.8870105, Georgia,Evans County,10687
13111,5754,91659,34.86430205,-84.316964, Georgia,Fannin County,25395
13113,29534,197317,33.41357794,-84.49089434, Georgia,Fayette County,112303
13115,32031,297298,34.26268279,-85.21577392, Georgia,Floyd County,97369
13117,66702,232803,34.22604035,-84.1231513, Georgia,Forsyth County,228383
13119,6163,61673,34.37525597,-83.23159927, Georgia,Franklin County,22766
13121,275593,1518366,33.79216944,-84.46319413, Georgia,Fulton County,1036200
13123,8227,103188,34.69316688,-84.45802506, Georgia,Gilmer County,30414
13125,724,16255,33.22879932,-82.61297636, Georgia,Glascock County,2996
13127,27198,246580,31.23279254,-81.53811412, Georgia,Glynn County,84470
13129,19725,157153,34.50487351,-84.87296253, Georgia,Gordon County,57202
13131,6838,69125,30.87454847,-84.23418364, Georgia,Grady County,24828
13133,4746,57817,33.5769205,-83.17139104, Georgia,Greene County,17349
13135,256836,1217883,33.96044201,-84.02137802, Georgia,Gwinnett County,915046
13137,11478,172186,34.63331566,-83.53094677, Georgia,Habersham County,44626
13139,63453,525646,34.32207823,-83.81896936, Georgia,Hall County,198667
13141,1943,66664,33.2721566,-82.99766919, Georgia,Hancock County,8515
13143,6275,99770,33.79602175,-85.21005667, Georgia,Haralson County,29227
13145,7100,70070,32.73709786,-84.90538572, Georgia,Harris County,34105
13147,5598,60328,34.34626973,-82.96567682, Georgia,Hart County,25773
13149,2575,30368,33.29686567,-85.12886832, Georgia,Heard County,11736
13151,71799,403167,33.4533428,-84.1481466, Georgia,Henry County,225356
13153,49415,304662,32.45802497,-83.66879087, Georgia,Houston County,153507
13155,2212,31142,31.60213036,-83.27501387, Georgia,Irwin County,9320
13157,24920,172751,34.13794553,-83.56814788, Georgia,Jackson County,67885
13159,3764,43252,33.31535543,-83.68844964, Georgia,Jasper County,13916
13161,4367,47719,31.80405727,-82.6372487, Georgia,Jeff Davis County,15036
13163,4232,71188,33.05867328,-82.41609057, Georgia,Jefferson County,15618
13165,1771,46797,32.79248718,-81.96040187, Georgia,Jenkins County,8793
13167,2642,50105,32.70211082,-82.66166794, Georgia,Johnson County,9691
13169,6031,66684,33.02512137,-83.56019163, Georgia,Jones County,28579
13171,5829,70230,33.07841647,-84.14263877, Georgia,Lamar County,18672
13173,2693,15582,31.0382857,-83.06472457, Georgia,Lanier County,10380
13175,16409,192480,32.46325233,-82.92221316, Georgia,Laurens County,47405
13177,8674,67984,31.7793306,-84.14324253, Georgia,Lee County,29502
13179,15728,87288,31.82588896,-81.49251135, Georgia,Liberty County,61349
13181,1837,24414,33.79201475,-82.45024131, Georgia,Lincoln County,7856
13183,3477,19028,31.75218791,-81.74952375, Georgia,Long County,18692
13185,36882,246016,30.83568832,-83.27056716, Georgia,Lowndes County,115364
13187,8919,79491,34.57286511,-84.00425681, Georgia,Lumpkin County,32402
13189,6159,60181,33.47851918,-82.48252774, Georgia,McDuffie County,21455
13191,2846,22171,31.49683595,-81.40163426, Georgia,McIntosh County,14174
13193,2730,33660,32.35207048,-84.04234127, Georgia,Macon County,13305
13195,8008,63879,34.12920917,-83.21218732, Georgia,Madison County,29218
13197,1867,29415,32.3483402,-84.52733571, Georgia,Marion County,8432
13199,5554,87262,33.04163534,-84.68859732, Georgia,Meriwether County,21106
13201,2032,16610,31.16568912,-84.73151117, Georgia,Miller County,5787
13205,6254,85632,31.22483255,-84.19381821, Georgia,Mitchell County,22244
13207,7059,114062,33.014289,-83.92097166, Georgia,Monroe County,27171
13209,2325,30420,32.17201038,-82.53527476, Georgia,Montgomery County,9058
13211,5530,36669,33.59232073,-83.49129491, Georgia,Morgan County,18507
13213,13498,106977,34.78897608,-84.74993177, Georgia,Murray County,39724
13215,45739,512752,32.50931999,-84.87142262, Georgia,Muscogee County,195739
13217,30659,279364,33.55514538,-83.8454714, Georgia,Newton County,108079
13219,10535,70229,33.83749973,-83.43679568, Georgia,Oconee County,38132
13221,3752,34951,33.8786296,-83.08278123, Georgia,Oglethorpe County,14931
13223,46570,259684,33.91969522,-84.86848792, Georgia,Paulding County,159825
13225,7937,80019,32.56934316,-83.82937, Georgia,Peach County,27145
13227,10086,94981,34.46589159,-84.46406611, Georgia,Pickens County,31387
13229,6442,77549,31.35928155,-82.21598442, Georgia,Pierce County,19250
13231,6474,55163,33.09310242,-84.38790389, Georgia,Pike County,18327
13233,13727,115295,34.00267074,-85.18677781, Georgia,Polk County,41908
13235,2691,49337,32.23334561,-83.4754996, Georgia,Pulaski County,11216
13237,5260,66606,33.32056115,-83.37552891, Georgia,Putnam County,21691
13239,549,2843,31.86728114,-85.01773177, Georgia,Quitman County,2289
13241,4102,56979,34.88389445,-83.40304637, Georgia,Rabun County,16645
13243,1824,37597,31.76622818,-84.75732369, Georgia,Randolph County,6973
13245,60486,557579,33.35777107,-82.07026432, Georgia,Richmond County,201852
13247,23684,193255,33.65145002,-84.02202167, Georgia,Rockdale County,89717
13249,1411,6129,32.2654021,-84.31258912, Georgia,Schley County,5221
13251,3172,41545,32.74976524,-81.60779441, Georgia,Screven County,13989
13253,2501,20478,30.93464824,-84.86823924, Georgia,Seminole County,8321
13255,19263,245411,33.26310031,-84.28013991, Georgia,Spalding County,65306
13257,7259,96408,34.55151201,-83.29405315, Georgia,Stephens County,25750
13259,3281,23957,32.07996777,-84.83208037, Georgia,Stewart County,6293
13261,8706,116975,32.03650571,-84.19821492, Georgia,Sumter County,30064
13263,1374,20519,32.69642758,-84.53351366, Georgia,Talbot County,6321
13265,338,2195,33.56543317,-82.88136816, Georgia,Taliaferro County,1611
13267,5740,79967,32.04785085,-82.05539188, Georgia,Tattnall County,25382
13269,2433,30979,32.55792548,-84.25077141, Georgia,Taylor County,8116
13271,3506,56797,31.92829517,-82.93491155, Georgia,Telfair County,16035
13273,2543,50052,31.77527543,-84.44069698, Georgia,Terrell County,8737
13275,13727,142347,30.86392347,-83.91847289, Georgia,Thomas County,44630
13277,13789,144136,31.45743864,-83.5236119, Georgia,Tift County,40541
13279,8013,128564,32.12059861,-82.32957247, Georgia,Toombs County,26972
13281,3074,66980,34.91369188,-83.7410746, Georgia,Towns County,11617
13283,1880,37471,32.40422134,-82.56904553, Georgia,Treutlen County,6795
13285,18714,248731,33.03349196,-85.02812115, Georgia,Troup County,69919
13287,3176,41990,31.71612656,-83.62069378, Georgia,Turner County,7943
13289,1848,44373,32.67435595,-83.43078662, Georgia,Twiggs County,8229
13291,6131,94632,34.82995757,-83.98967069, Georgia,Union County,23288
13293,9593,151644,32.87920671,-84.30024826, Georgia,Upson County,26236
13295,19915,134964,34.73376362,-85.30165174, Georgia,Walker County,69039
13297,26558,269423,33.78017694,-83.73552314, Georgia,Walton County,91442
13299,11368,183603,31.05449097,-82.42224148, Georgia,Ware County,35593
13301,1291,19003,33.41146451,-82.67795848, Georgia,Warren County,5297
13303,5127,86355,32.96711864,-82.79357039, Georgia,Washington County,20436
13305,8863,121243,31.5521809,-81.91894878, Georgia,Wayne County,29788
13307,544,5195,32.04066113,-84.54742852, Georgia,Webster County,2610
13309,1589,26089,32.12009104,-82.72574721, Georgia,Wheeler County,7928
13311,8284,97530,34.64624278,-83.74905525, Georgia,White County,29489
13313,39146,269857,34.80987459,-84.96093476, Georgia,Whitfield County,104237
13315,2409,48964,31.97496928,-83.43438555, Georgia,Wilcox County,8824
13317,2622,30878,33.78290391,-82.74286107, Georgia,Wilkes County,9844
13319,2671,36010,32.80291082,-83.17140684, Georgia,Wilkinson County,9010
13321,5524,76739,31.55162306,-83.85090513, Georgia,Worth County,20494
15001,42399,103672,19.60121157,-155.5210167, Hawaii,Hawaii County,199459
15003,263167,607383,21.45803166,-157.9712182, Hawaii,Honolulu County,984821
15005,3,0,21.17882515,-156.9583592, Hawaii,Kalawao County,66
15007,19063,14592,22.03935037,-159.5966786, Hawaii,Kauai County,71769
15009,45354,78933,20.86399628,-156.5689097, Hawaii,Maui County,165979
16001,159699,613384,43.4526575,-116.2415516, Idaho,Ada County,456849
16003,814,8081,44.89333571,-116.4545247, Idaho,Adams County,4097
16005,24359,142254,42.67002716,-112.2233311, Idaho,Bannock County,85765
16007,1137,8223,42.28269683,-111.3289238, Idaho,Bear Lake County,6000
16009,2740,20228,47.21754179,-116.6586851, Idaho,Benewah County,9138
16011,11114,92134,43.2167288,-112.3978437, Idaho,Bingham County,45839
16013,7252,20109,43.4085812,-113.9752658, Idaho,Blaine County,22373
16015,1292,6861,43.98829931,-115.7309284, Idaho,Boise County,7378
16017,10237,90315,48.29996017,-116.6017932, Idaho,Bonner County,43611
16019,35375,177006,43.38713372,-111.6161537, Idaho,Bonneville County,114392
16021,2411,30024,48.76684761,-116.4630179, Idaho,Boundary County,11845
16023,551,4398,43.72592209,-113.1735463, Idaho,Butte County,2581
16025,180,808,43.46665742,-114.8065892, Idaho,Camas County,1048
16027,70280,404875,43.61970148,-116.7095499, Idaho,Canyon County,217633
16029,1664,16311,42.77149116,-111.5597683, Idaho,Caribou County,6953
16031,5579,32079,42.28347888,-113.6012409, Idaho,Cassia County,23690
16033,117,291,44.28496071,-112.3505704, Idaho,Clark County,913
16035,2675,18776,46.67459924,-115.6622393, Idaho,Clearwater County,8673
16037,705,4675,44.24186819,-114.2855494, Idaho,Custer County,4169
16039,8995,35128,43.3507101,-115.4701578, Idaho,Elmore County,26743
16041,2581,17772,42.18332217,-111.8149666, Idaho,Franklin County,13464
16043,2411,16448,44.22800938,-111.4809943, Idaho,Fremont County,13020
16045,4249,46491,44.06482372,-116.398376, Idaho,Gem County,17331
16047,3913,32296,42.96927962,-114.8108306, Idaho,Gooding County,15148
16049,3583,28278,45.84721541,-115.4634436, Idaho,Idaho County,16411
16051,6822,36360,43.82078483,-112.3131749, Idaho,Jefferson County,28534
16053,7086,36857,42.68891267,-114.2655033, Idaho,Jerome County,23730
16055,47102,325696,47.67282258,-116.7020872, Idaho,Kootenai County,157322
16057,7680,24979,46.81587887,-116.7113698, Idaho,Latah County,39505
16059,1750,14440,44.9438088,-113.9309747, Idaho,Lemhi County,7847
16061,1397,15491,46.23315327,-116.434146, Idaho,Lewis County,3838
16063,1294,10121,43.0012336,-114.1358773, Idaho,Lincoln County,5350
16065,13770,30347,43.78141028,-111.6538474, Idaho,Madison County,39100
16067,4781,38090,42.85518524,-113.6357257, Idaho,Minidoka County,20705
16069,10570,85192,46.32638236,-116.7500975, Idaho,Nez Perce County,40217
16071,953,5967,42.1949428,-112.5407838, Idaho,Oneida County,4385
16073,2598,31719,42.58016894,-116.1693871, Idaho,Owyhee County,11552
16075,6713,49554,44.00545243,-116.7647695, Idaho,Payette County,23260
16077,1653,11291,42.69254894,-112.8395742, Idaho,Power County,7671
16079,3117,46332,47.35364087,-115.8916749, Idaho,Shoshone County,12609
16081,2935,5048,43.75303583,-111.2056773, Idaho,Teton County,11426
16083,28538,175686,42.35440512,-114.6685381, Idaho,Twin Falls County,84869
16085,3140,8745,44.76728382,-115.5676773, Idaho,Valley County,10709
16087,2618,32491,44.45275475,-116.7847688, Idaho,Washington County,10057
17001,27773,129566,39.98815591,-91.18786813, Illinois,Adams County,66085
17003,1568,9807,37.18049267,-89.32910838, Illinois,Alexander County,6260
17005,5280,21376,38.88829622,-89.43534887, Illinois,Bond County,16589
17007,17466,77774,42.32359279,-88.82345779, Illinois,Boone County,53537
17009,2865,8608,39.96209138,-90.75068024, Illinois,Brown County,6628
17011,10218,81605,41.40385234,-89.5283051, Illinois,Bureau County,33122
17013,1884,2641,39.16840183,-90.66330078, Illinois,Calhoun County,4830
17015,5011,33741,42.06823429,-89.93395545, Illinois,Carroll County,14466
17017,5600,24967,39.96991073,-90.24734436, Illinois,Cass County,12493
17019,85410,171816,40.13919438,-88.20046615, Illinois,Champaign County,209922
17021,12973,72345,39.54581621,-89.27780482, Illinois,Christian County,32931
17023,5911,33474,39.33425789,-87.78705622, Illinois,Clark County,15716
17025,5894,43621,38.75388572,-88.48914513, Illinois,Clay County,13287
17027,14267,83038,38.60704876,-89.42385254, Illinois,Clinton County,37634
17029,18876,109947,39.51949084,-88.22358557, Illinois,Coles County,51353
